Name,star,num,type,image,Address,Local_Address,Internet_Address,Call_Number,Rating,Sun,Mon,Tues,Wedn,Thur,Fri,Sat,keyword,lat,lng,cluster,avgTime,exp,isspa
하루카스 300,45.0,293.0,전망대 & 타워,https://youimg1.tripcdn.com/target/100k1f000001guhz33F41_C_760_506_Q70.jpg?proc=source%2ftrip,1 Chome-1-43 Abenosuji Abeno Ward Osaka 545-0052 일본,〒545-0052 大阪府大阪市阿倍野区阿倍野筋１丁目１−43,abenoharukas-300.jp,+81 6-6621-0300,4.5,오전 9:00~오후 10:00,오전 9:00~오후 10:00,오전 9:00~오후 10:00,오전 9:00~오후 10:00,오전 9:00~오후 10:00,오전 9:00~오후 10:00,오전 9:00~오후 10:00,"['카페', '체험', '음식', '백화점', '야경', '기념품', '사진', '전망대', '실내', '무료']",34.6465180055083,135.513309096521,11,60,"58~60층에 위치한 3개 층의 전망 공간, 야외 아트리움, 유리로 둘러싸인 카페가 있습니다.",0
한큐 3번가,40.0,172.0,의류 및 액세서리,https://media-cdn.tripadvisor.com/media/photo-s/1a/cb/c9/33/hankyu-sanban-gai.jpg,1 Chome-1-3 Shibata Kita Ward Osaka 530-0012 일본,〒530-0012 大阪府大阪市北区芝田１丁目１−3,https://www.h-sanbangai.com/,+81 6-6371-3303,3.9,오전 10:00~오후 11:00,오전 10:00~오후 11:00,오전 10:00~오후 11:00,오전 10:00~오후 11:00,오전 10:00~오후 11:00,오전 10:00~오후 11:00,오전 10:00~오후 11:00,"['카페', '레고', '산책', '전통', '선물', '음식', '쇼핑몰', '음식점', '쇼핑', '강', '백화점', '휴식', '산', '사진', '옷', '지하상가', '옛날']",34.7060637929968,135.498442610018,0,120,"한큐 3번가는 한큐 오사카 우메다 역과 바로 연결되는 대형 쇼핑몰로, 한큐 그룹이 운영하고 있다.",0
한큐백화점,45.0,404.0,백화점,https://img.enjoy-osaka-kyoto-kobe.com/wp-content/uploads/2021/07/25201021/7faf94cc015591dc58e1556f39a5d180-1024x718.jpg,8-7 Kakudacho Kita Ward Osaka 530-8350 일본,〒530-8350 大阪府大阪市北区角田町８−7,https://www.hankyu-dept.co.jp/honten/?utm_source=hqhtgooglemap&utm_medium=storemedia&utm_campaign=information,+81 6-6361-1381,4.1,오전 10:00~오후 8:00,오전 10:00~오후 8:00,오전 10:00~오후 8:00,오전 10:00~오후 8:00,오전 10:00~오후 8:00,오전 10:00~오후 8:00,오전 10:00~오후 8:00,"['카페', '박람회', '선물', '음식', '백화점', '기념품', '광장', '작품', '술', '쇼핑', '옷', '먹거리']",34.7029420576987,135.498543025358,0,120,"한큐백화점 우메다 본점은 오사카 우메다역과 직접 연결된 편리한 입지에 자리하고 있으며, 명품, 패션, 화장품, 푸드, 레스토랑 등 다양한 카테고리를 갖추었다.",0
해유관,45.0,6665.0,수족관,https://i.namu.wiki/i/Ji6aSl9c0tUKbdOukgXaj67gbkalisfGRiSXxPBaRSNjahqq0wdUuU_MRM1OCZhwYloecym4H2BYqDlpAeSsRTyN8NvP8fKubS8y8VLDzpK7GEozx9cICScsoOJWLB8_Ipwb2M-y5A6ZwAqcVFRckA.webp,1 Chome-1-10 Kaigandori Minato Ward Osaka 552-0022 일본,〒552-0022 大阪府大阪市港区海岸通１丁目１−10,kaiyukan.com,+81 6-6576-5501,4.4,오전 10:00~오후 8:00,오전 10:00~오후 8:00,오전 10:00~오후 8:00,오전 10:00~오후 8:00,오전 10:00~오후 8:00,오전 9:30~오후 8:00,오전 9:30~오후 8:00,"['카페', '어린이', '체험', '인형', '관람차', '수족관', '아쿠아리움', '기념품', '바다', '사진', '쇼핑', '무료']",34.6545887768583,135.428943038851,5,120,세계에서 가장 큰 수족관 중 하나로 북극부터 열대 해양생물에 이르는 다양한 종을 볼 수 있습니다.,0
헵파이브 대관람차,40.0,1213.0,즐길거리 & 랜드마크,https://thumb.tidesquare.com/tour/public/product/PRV3000000047/PRD3000031596/origin/20220802002634429_XKb1g.JPG,일본 〒530-0017 Osaka Kita Ward Kakudacho 5−15 HEP FIVE 7F,〒530-0017 大阪府大阪市北区角田町５−15 HEP FIVE 7F,hepfive.jp,+81 6-6366-3634,4.3,오전 11:00~오후 10:45,오전 11:00~오후 10:45,오전 11:00~오후 10:45,오전 11:00~오후 10:45,오전 11:00~오후 10:45,오전 11:00~오후 10:45,오전 11:00~오후 10:45,"['관람차', '쇼핑몰', '백화점', '야경', '전망대', '사진', '쇼핑', '옷', '무료']",34.703955196668,135.499897381182,0,15,헵파이브 쇼핑 단지 옥상에 있는 75미터의 붉은 대관람차로 탁 트인 전망을 감상할 수 있습니다.,0
호젠지,40.0,429.0,종교적인 장소,https://s3-ap-northeast-1.amazonaws.com/thegate/2020/12/21/13/30/29/Houzen-Temple%20Street.jpg,1 Chome-2-16 Nanba Chuo Ward Osaka 542-0076 일본,〒542-0076 大阪府大阪市中央区難波１丁目２−16,houzenji.jp,+81 6-6211-4152,4.2,24시간 영업,24시간 영업,24시간 영업,24시간 영업,24시간 영업,24시간 영업,24시간 영업,"['불상', '산책', '음식점', '신사', '사원', '쇼핑', '사진', '역사', '절', '골목', '옛날']",34.6679245858729,135.502638967686,3,5,예스러운 골목길을 따라가면 나타나는 친근한 분위기의 불교 사원으로 이끼로 덮인 부동명왕상이 유명합니다.,0
ABENO HARUKAS Art Museum,40.0,105.0,아트뮤지엄,https://lh3.googleusercontent.com/Jh1G5fxGOHU3jcsjULKnoeEL9MYrmtqaD2v-tUk0iYfDIgJVS3mReGGTtovcDd9KoIduSVEAD36_Nbv2gZLHFLrOcH-B3vqPZMvhOi-fJsges1VgNuQftUPaBaKUSUjHF45dBUiJBSboIU073uqfcqczNpFCSvZYoCb7CUooKtsGtQDczI-LgktSW6Cjk0JNNU7upjcEPP6x6L-EYUZNXs57ze-kBcjhH_FY8fhTw_ZxFbaQwmV_woSCtSSaDflQ9CHaUdoBgETZIRlM9DDmRFtc2u9XiiibTwLa5fAsEgIMs6vxT7dBsDfp9QsPFLjD-Dj8TKBFbavxiwjUQEfH8wKqcYY9Nxi8vbmmb6X5WU48bNWElD00sa5jPPdjckRoHKu9Lq3R7WlRDa9-UqRycaZLYdYff5Bs_xMOcQmUhGH9XjZsZ6O2DshTGUdX2RnHejZilHFhIosmh3Uk9mGIzhBcr1C2GyKcMLcXM5C_NN9zXoZaJZBgcIemqEtEw2hHEDiDalNaC9N48L1PjJhHMjeQF_y4Mfk73exfjeqbplRkq2ogXth_juEEYW97gnTj0oUyTwQSVol8oJFujN3Lbcxr4fWowpwFG6sInKLXXE_5gz_xKU_M9kUn_0Btx-3ywNmvF3L9hcOArwUhMoirfimcuLClKCMYMrWsrpSM5dHlihyQXRxF9mfMUA=w2226-h1484-no,일본 〒545-6016 Osaka Abeno Ward Abenosuji 1 Chome−1−43 あべのハルカス 16階,〒545-6016 大阪府大阪市阿倍野区阿倍野筋１丁目１−43 あべのハルカス 16階,http://www.aham.jp/,+81 6-4399-9050,4.1,오전 10:00~오후 6:00,오전 10:00~오후 6:00,오전 10:00~오후 8:00,오전 10:00~오후 8:00,오전 10:00~오후 8:00,오전 10:00~오후 8:00,오전 10:00~오후 6:00,"['카페', '그림', '체험', '공원', '전시회', '박물관', '백화점', '작품', '사진', '쇼핑', '전망대', '애니메이션', '무료']",34.6464600946904,135.513306083026,11,60,일본에서 가장 높은 건물에 자리한 미술관으로 서양과 불교 예술 작품 순환 전시가 열립니다.,0
Diamor 오사카(지하),,,기타,https://search.pstatic.net/common/?src=http%3A%2F%2Fpost.phinf.naver.net%2FMjAyMzAyMTBfMjA1%2FMDAxNjc2MDEzODkzMzAz.nuUh9ZEVQX7KX2KbzK8TDgW_zC1_B695DZNDiZWBz14g.OcEEg5NB8pFNS3eG9Y9wMu7_chjZI8GD63ZrD5xskTsg.JPEG%2FII7dA7n7L5_-1y-fVsz7NLVlxeqA.jpg&type=a340,일본 〒530-0001 Osaka Kita Ward Umeda 1 Chome 大阪駅前ダイヤモンド地下街 1号,〒530-0001 大阪府大阪市北区梅田１丁目 大阪駅前ダイヤモンド地下街 1号,diamor.jp,+81 6-6348-8931,4.2,오전 10:00~오후 9:00,오전 10:00~오후 9:00,오전 10:00~오후 9:00,오전 10:00~오후 9:00,오전 10:00~오후 9:00,오전 10:00~오후 9:00,오전 10:00~오후 9:00,"['카페', '음식', '쇼핑몰', '음식점', '백화점', '광장', '휴식', '사진', '쇼핑', '옷']",34.7005121437617,135.497415325358,0,60,"우메다의 다른 지하상가인 「화이티 우메다」및 오사카 에키마에빌딩, 신한큐 빌딩, 오사카 마루빌딩, 한신전철 우메다역, JR토자이선 키타신치역과도 연결되어 있다.",0
Hozenji Yokocho,40.0,466.0,유서 깊은 산책로,https://img1.daumcdn.net/thumb/R1280x0/?scode=mtistory2&fname=https%3A%2F%2Ft1.daumcdn.net%2Fcfile%2Ftistory%2F9980ED375BCAAAAD26,1 Chome-1-6 Nanba Chuo Ward Osaka 542-0076 일본,〒542-0076 大阪府大阪市中央区難波１丁目１−6,,,4.1,24시간 영업,24시간 영업,24시간 영업,24시간 영업,24시간 영업,24시간 영업,24시간 영업,"['불상', '산책', '음식점', '신사', '사원', '쇼핑', '사진', '역사', '절', '골목', '옛날']",34.6682232690547,135.502718281181,3,60,"이 좁은 자갈길에는 다양한 전통 음식 판매대, 카페, 선술집이 늘어서 있습니다.",0
Takimikoji,40.0,130.0,기타,https://www.momoda8.com/public/upload/image/20200228/www_momoda8_com_1582875740318004.jpg,1 Chome-1-88 Oyodonaka Kita Ward Osaka 531-0076 일본,〒531-0076 大阪府大阪市北区大淀中１丁目１−88,http://www.takimikoji.jp/,+81 6-6440-3899,4.0,오전 11:30~오후 9:30,오전 11:30~오후 9:30,오전 11:30~오후 9:30,오전 11:30~오후 9:30,휴무일,오전 11:30~오후 9:30,오전 11:30~오후 9:30,"['목욕탕', '산책', '음식', '음식점', '신사', '자전거', '사진', '전망대', '골목', '옛날']",34.7049006930446,135.490559640699,0,90,1920년대 일본의 도시 풍경과 낭만을 재현한 이 식당가는 구시카츠(꼬치 튀김)와 오코노미야키(고향 팬케이크)와 같은 인기 있는 음식을 마음껏 즐길 수 있다.,0
